2026-02-16 10:48:35 | INFO     | app.db.session | Initializing database tables...
2026-02-16 10:50:05 | INFO     | app.services.pricing | Got 3 transport options for New York -> Paris: flight($333.3), train($199.98), bus($133.32)
2026-02-16 10:50:05 | INFO     | app.services.pricing | Trip estimate for New York -> Paris: $1866.6 (5 days, 2 travelers, 3 transport options)
2026-02-16 10:50:05 | INFO     | app.api.v1.quote | Quote created successfully: $1866.6
2026-02-16 10:50:06 | INFO     | app.api.v1.quote | Creating quote: Berlin -> Paris, 2026-02-26 to 2026-03-03, 1 travelers
2026-02-16 10:50:06 | INFO     | app.services.pricing | Got 3 transport options for Berlin -> Paris: flight($68.2), train($40.92), bus($27.28)
2026-02-16 10:50:06 | INFO     | app.services.pricing | Trip estimate for Berlin -> Paris: $911.4 (5 days, 1 travelers, 3 transport options)
2026-02-16 10:50:06 | INFO     | app.api.v1.quote | Quote created successfully: $911.4
2026-02-16 10:50:06 | INFO     | app.api.v1.quote | Creating quote: Berlin -> paris, 2026-02-26 to 2026-03-03, 1 travelers
2026-02-16 10:50:06 | INFO     | app.services.pricing | Got 3 transport options for Berlin -> paris: flight($68.2), train($40.92), bus($27.28)
2026-02-16 10:50:06 | INFO     | app.services.pricing | Trip estimate for Berlin -> paris: $1036.4 (5 days, 1 travelers, 3 transport options)
2026-02-16 10:50:06 | INFO     | app.api.v1.quote | Quote created successfully: $1036.4
